cou,country,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,change
AUS,Australia,6.4510000000000005,6.3469999999999995,6.332000000000001,6.1240000000000006,6.085000000000001,5.835,5.905,5.864,5.758,5.5760000000000005,5.384,5.2669999999999995,5.2059999999999995,5.06,4.904999999999999,4.73,4.662,4.718,4.694,4.615,4.507,4.605,4.32,4.119,4.003,3.942,3.7039999999999997,3.7700000000000005,2.681
AUT,Austria,10.317,10.341999999999999,10.151,10.025,9.767,9.745999999999999,9.780000000000001,9.579,9.57,9.49,9.346,9.101,9.037,8.984,8.788,8.717,8.504999999999999,8.533999999999999,8.43,8.617,8.49,8.494,8.07,7.9479999999999995,7.677,7.712,7.302,7.214,3.1029999999999998
BEL,Belgium,12.311,12.012,11.811,11.648,11.446,11.34,11.136,11.091999999999999,11.04,10.998000000000001,10.886,10.707,10.690000000000001,10.539,10.185,10.05,9.734,9.790000000000001,9.858,9.780000000000001,9.627,9.5,9.196,8.861,8.338999999999999,8.496,8.105,8.107,4.204000000000001
AFG,Afghanistan,16.908,15.940999999999999,15.399000000000001,16.848,17.729,17.44,17.047,16.788,16.039,15.494,14.206,13.382,12.629000000000001,13.85,13.443999999999999,12.937000000000001,12.458,11.904,11.202000000000002,10.73,10.457,10.539,10.179,9.823,9.443999999999999,9.674,9.025,9.214,7.694000000000001
ALB,Albania,6.853,7.189,7.034000000000001,6.837,6.558,6.303,6.151,5.96,5.789,5.741,5.452,5.2170000000000005,5.241,5.311,5.396,5.422,5.477,5.447,5.683,5.785,5.921,6.411,6.178,6.25,6.258,6.569,6.414,6.554,0.2989999999999995
DZA,Algeria,11.036999999999999,10.788,10.532,10.259,9.991,9.719,9.687999999999999,9.687999999999999,9.581,9.568,9.446,9.451,9.401,9.313,9.212,9.053,9.099,9.100999999999999,9.032,8.940999999999999,8.818,8.887,8.838000000000001,8.961,9.092,9.155999999999999,9.342,9.292000000000002,1.7449999999999974
ASM,American Samoa,4.867,5.004,5.125,5.282,5.42,5.532,5.772,6.161,6.593999999999999,7.011,7.208,7.312,7.473000000000001,7.645999999999999,7.808,7.981,8.158000000000001,8.43,8.686,9.009,9.251,9.654,9.459999999999999,9.491,9.328,9.469,9.39,9.639,-4.771999999999999
AND,Andorra,6.003,6.06,6.140000000000001,6.294,6.197,6.079000000000001,6.04,6.0169999999999995,5.975,5.894,5.8260000000000005,5.759,5.668,5.665,5.635000000000001,5.484999999999999,5.463,5.517,5.593,5.68,5.754,5.397,5.1530000000000005,5.205,5.165,5.563,5.374,5.6370000000000005,0.36599999999999966
AGO,Angola,9.801,9.922,9.928,9.838999999999999,9.947,9.817,9.870000000000001,9.959,10.161999999999999,10.174,10.022,9.966000000000001,9.719999999999999,9.56,9.58,9.286,9.082,8.879000000000001,8.452,8.008000000000001,7.68,7.215,7.056,6.890000000000001,6.308999999999999,6.145,5.802,5.648,4.1530000000000005
ATG,Antigua and Barbuda,7.93,8.003,8.120000000000001,8.205,8.229000000000001,8.288,8.297,8.291,8.158,8.046,7.9,7.971,7.974,8.039,8.048,8.052,8.083,8.053,8.065,8.057,8.085,8.222999999999999,8.032,7.976999999999999,7.901,7.9399999999999995,7.849,7.962,-0.03200000000000003
ARG,Argentina,7.747999999999999,7.688000000000001,7.9190000000000005,7.827,7.689,7.643000000000001,7.969,8.135,8.301,8.383,7.984999999999999,8.183,8.441,8.530999999999999,8.234,8.04,8.251000000000001,8.64,8.52,8.585,8.448,8.690999999999999,8.349,8.191,7.7829999999999995,7.853,7.619,7.561,0.1869999999999994
ARM,Armenia,12.647,12.916,13.469999999999999,13.748,13.690000000000001,13.350999999999999,13.383,13.222000000000001,13.126999999999999,13.367,13.554,14.007,14.518999999999998,15.033,15.369,15.937000000000001,16.554000000000002,16.868000000000002,17.528,17.88,18.061,18.141000000000002,17.588,16.709,16.222,16.829,16.310000000000002,16.517,-3.869999999999999
AZE,Azerbaijan,19.472,19.786,19.974,19.641,19.268,18.121000000000002,17.611,16.943,16.323999999999998,15.672999999999998,14.834,14.353000000000002,14.389,14.553,14.672,14.84,15.14,15.146,15.364,15.437,15.503,15.901,15.420000000000002,15.375,14.639,15.025,14.565,14.475999999999999,4.996000000000002
BHS,Bahamas,7.313000000000001,7.365,7.418,7.52,7.634,7.702999999999999,7.979,7.925,7.9830000000000005,8.116,7.928000000000001,8.08,7.944,7.889,7.875,7.79,8.02,8.025,8.123,8.238,8.201,8.384,8.112,8.08,8.005,8.248000000000001,8.094,8.164,-0.8509999999999991
BHR,Bahrain,12.843,12.843,12.908000000000001,12.841000000000001,12.767,12.77,12.620000000000001,12.539000000000001,12.32,11.798,11.183,10.729,10.235,9.972,9.7,9.25,8.773,8.437000000000001,8.146,7.994999999999999,8.104,8.275,8.722,8.985,9.174,9.742,9.870000000000001,9.968,2.875
BGD,Bangladesh,13.632000000000001,13.469000000000001,13.028,12.633,12.247,11.879999999999999,11.668,11.479,11.221,11.105,11.036999999999999,10.949000000000002,10.915,10.958,10.803,10.671,10.563,10.574,10.458,10.280999999999999,10.119,9.870000000000001,9.761,9.126,9.437000000000001,9.271,8.7,8.838,4.794000000000002
BLR,Belarus,18.118000000000002,18.759,19.578,21.453,21.789,22.725,22.789,23.273,24.042,24.858,23.747,25.201,26.668999999999997,25.973,25.612000000000002,26.144000000000002,25.311,24.070999999999998,24.096,24.233,24.441,24.47,21.186,20.35,19.503,18.77,18.107,18.269,-0.15099999999999625
BEN,Benin,8.368,8.08,7.812,7.492,7.348,7.048,6.8919999999999995,6.7940000000000005,6.758,6.7059999999999995,6.538,6.372,6.263,5.879,5.567,5.241,5.122,5.04,4.886,4.8309999999999995,4.7620000000000005,4.789,4.9030000000000005,4.815,4.502,5.675000000000001,5.297000000000001,5.116,3.2520000000000007
BMU,Bermuda,8.202,7.893,7.814,7.795999999999999,7.587,7.321,7.49,7.5009999999999994,7.666,7.785,7.771,7.606999999999999,7.554,7.563000000000001,7.566,7.545999999999999,7.584999999999999,7.5889999999999995,7.606999999999999,7.634,7.651,7.818,7.773999999999999,7.782,7.697,7.6899999999999995,7.589,7.765,0.4370000000000003
BRA,Brazil,5.773,5.645,5.705,5.848000000000001,5.867,5.843,5.8629999999999995,5.845000000000001,5.8870000000000005,5.906000000000001,5.8149999999999995,5.8,5.789,5.815,5.8100000000000005,5.696,5.806,5.911,6.024,6.148,6.239,6.365,6.228,6.157,6.029,6,5.9079999999999995,6.116,-0.34299999999999997
COG,Republic of Congo,9.477,9.426,9.339,9.387,9.582,9.685,10.103,10.32,10.295,10.225,9.84,9.484,9.186,8.991,8.734,8.604,8.511,8.395,8.239,7.952,7.621,7.711,7.5649999999999995,7.801,7.775,7.601,7.678999999999999,7.872,1.6050000000000004
BOL,Bolivia,11.02,10.971,10.947,10.779,10.600999999999999,10.343,10.326,10.193999999999999,10.038,9.832,9.599,9.512,9.571,9.585999999999999,9.521,9.378,9.329,9.242,9.022,8.802,8.619,8.208,7.842,7.761,7.4510000000000005,7.018000000000001,6.821999999999999,6.946,4.074
BRN,Brunei Darussalam,3.553,3.6759999999999997,3.748,3.79,3.8040000000000003,3.7720000000000002,3.771,3.7540000000000004,3.764,3.742,3.723,3.789,3.8819999999999997,3.98,4.053,4.101,4.212,4.32,4.401,4.492,4.56,4.606,4.83,4.253,3.7960000000000003,4.165,3.653,3.709,-0.15600000000000014
CAN,Canada,5.879,5.822,5.787,5.821999999999999,5.744999999999999,5.707,5.743,5.765000000000001,5.774,5.758,5.638,5.641,5.648,5.642,5.525,5.436999999999999,5.388999999999999,5.432,5.4030000000000005,5.2780000000000005,5.095000000000001,5.1240000000000006,4.909000000000001,4.679,4.5809999999999995,4.443,3.979,3.896,1.9829999999999997
BFA,Burkina Faso,8.791,8.762,8.469999999999999,8.403,8.143,7.996,7.927,7.979,7.8709999999999996,7.722,7.832,7.7330000000000005,7.6209999999999996,7.228,6.768,6.438,6.391,6.109999999999999,5.961,5.786,5.747,5.73,6.011,5.148,5.321,7.002000000000001,6.429,6.4719999999999995,2.319000000000001
BLZ,Belize,4.8629999999999995,4.977,5.112,5.224,5.2669999999999995,5.356,5.704000000000001,5.97,6.194,6.291,6.183999999999999,6.223,6.356,6.4399999999999995,6.391,6.307,6.455,6.455,6.425,6.465,6.4239999999999995,6.568,6.395,6.4879999999999995,6.255,6.585,6.497,6.6419999999999995,-1.779
BRB,Barbados,13.228,13.337,13.363,13.442,13.637,13.443999999999999,13.307,13.508,13.408999999999999,13.190999999999999,13.097999999999999,12.809999999999999,13.146,13.35,13.431999999999999,13.479,13.352,13.253,13.207,12.943999999999999,12.891,13.231,12.948,13.053999999999998,13.307,13.523,13.536000000000001,13.754999999999999,-0.5269999999999992
BIH,Bosnia and Herzegovina,5.722,6.472,6.992999999999999,7.395,7.692,7.9,8.166,8.577,8.903,9.581,10.018,10.524,10.866999999999999,10.994,11.124,11.782,11.957,12.629,12.277000000000001,12.409,12.388,13.005,12.669,12.814,12.7,13.296,12.879999999999999,13.021,-7.299
BWA,Botswana,4.161,4.202,4.285,4.339,4.297,4.228,4.21,4.227,4.365,4.462,4.596,4.792,5.008,5.15,5.22,5.183999999999999,5.3740000000000006,5.3469999999999995,5.515000000000001,5.6080000000000005,5.574,5.465,5.489,5.4990000000000006,5.462,5.567,5.516,5.498,-1.3370000000000006
CAF,Central African Republic,10.203,10.508,10.652000000000001,10.706,10.795,10.620000000000001,10.821000000000002,10.767,10.847999999999999,10.712,10.364,10.665,10.831,10.886,10.869,10.809000000000001,11.323,11.507,11.481,11.458,11.432,11.282,11.682,11.129999999999999,10.76,12.014,11.536999999999999,11.268999999999998,-1.065999999999999
CMR,Cameroon,12.459,12.751999999999999,12.922,13.117,13.024000000000001,12.905999999999999,13.042000000000002,13.113,13.116,12.902999999999999,12.652000000000001,12.397,12.538,12.082,11.638,11.417,11.533,11.414,11.307,11.441,11.338999999999999,10.927,11.286000000000001,10.57,10.195,11.942,11.71,11.397,1.0619999999999994
BTN,Bhutan,9.911999999999999,9.801,9.911,10.181000000000001,10.29,10.359,10.365,10.325,10.108,9.812000000000001,9.503,9.385,9.329,9.294,9.264,9.215,9.145,9.158,9.097,9.068,8.953,8.743,8.657,8.556000000000001,8.458,8.406,8.136,8.351,1.5609999999999982
BGR,Bulgaria,17.669,17.596,18.51,19.006999999999998,19.969,20.337,20.582,21.601,20.915,19.909,20.104,20.003999999999998,19.888,19.687,19.662,19.915,20.203,19.747,19.427,19.320999999999998,19.155,19.747,18.683,17.83,18.436,18.387999999999998,17.874,18.089,-0.41999999999999815
CZE,Czech Republic,20.195999999999998,19.091,18.409,17.447,17.032,16.83,16.137,15.931,15.165,14.811,14.59,14.325,14.176,14.374,13.904,13.719000000000001,13.356000000000002,13.378,13.465,13.43,13.408000000000001,13.344999999999999,12.989,12.818,12.457,12.690000000000001,12.309,12.399999999999999,7.795999999999999
DNK,Denmark,12.963000000000001,12.599,12.493,12.462,12.261,11.975,11.643,11.225999999999999,10.79,11.019,10.341,10.253,10.277000000000001,10.034,9.691,9.303999999999998,9.39,9.373000000000001,9.083,9.030999999999999,8.872,8.883,8.138,7.933999999999999,7.929,7.7379999999999995,7.598000000000001,7.704,5.259000000000001
BDI,Burundi,9.042,8.932,8.709,8.591,8.620999999999999,8.267,8.282,8.094000000000001,7.888999999999999,7.551,7.228,6.792,6.694,6.569,6.3580000000000005,6.066,5.925000000000001,5.688,5.42,5.210000000000001,4.981999999999999,4.960000000000001,5.183999999999999,4.9719999999999995,4.884,4.651,4.5009999999999994,4.506,4.536
KHM,Cambodia,11.538,11.33,11.158000000000001,11.009,10.626999999999999,10.271,9.939,9.465,9.123000000000001,8.698,8.318,7.929,7.836,7.519,7.21,6.949,6.681,6.483,6.289,6.08,5.928,5.76,5.785,5.593999999999999,5.3260000000000005,5.029,4.803,4.851,6.687
CPV,Cabo Verde,3.7060000000000004,3.654,3.7059999999999995,3.8120000000000003,3.979,4.127,4.446,4.7059999999999995,4.7219999999999995,4.837,4.751,4.66,4.548,4.287,4.098,3.947,4.001,3.971,3.9589999999999996,3.9160000000000004,3.959,4.448,4.734,4.707,4.75,5.510999999999999,5.162,5.413,-1.7069999999999999
TCD,Chad,12.044,12.207,12.391,12.629999999999999,12.585,12.544,12.917,12.812000000000001,13.088999999999999,12.628,12.488,12.357,12.105,11.565999999999999,10.975,10.285,10.382000000000001,10.628,10.326,10.153,10.190000000000001,9.645,10.064,9.388,9.123000000000001,11.556,10.894,10.829,1.2149999999999999
CHL,Chile,6.600999999999999,6.141,5.93,6.019,6.053,6.119,6.13,6.01,6.0280000000000005,5.97,5.682,5.834,5.681,5.773,5.789,5.702999999999999,5.773,5.9079999999999995,5.894,6.181,6.295,6.404,6.255,6.271,6.175,6.233,6.133,6.321,0.27999999999999936
CHN,China,11.465,11.712,11.747,11.712,11.656,11.682,11.785,11.76,11.716999999999999,11.622,11.57,11.553,11.687,11.870000000000001,12.106,12.097,12.014,12.193,12.568,13.026,13.479000000000001,13.940000000000001,13.658,13.957999999999998,14.038,14.478,13.944,14.051000000000002,-2.586000000000002
COL,Colombia,3.825,4.021,4.106,4.0969999999999995,4.172000000000001,4.19,4.324,4.25,4.172000000000001,4.172,4.109,4.17,4.4830000000000005,4.348,4.355,4.289,4.503,4.51,4.619,4.769,4.758,4.679,4.648,4.553,4.526,4.566,4.555,4.6899999999999995,-0.8649999999999993
COM,Comoros,5.702,5.492,5.291,5.1530000000000005,5.054,4.8870000000000005,4.782,4.618,4.493,4.311,4.141,4.003,3.887,3.7649999999999997,3.655,3.498,3.492,3.473,3.408,3.306,3.2119999999999997,3.214,3.151,3.003,3.0250000000000004,2.899,2.831,2.83,2.872
CRI,Costa Rica,2.73,2.808,2.911,2.963,3.133,3.311,3.262,3.355,3.4400000000000004,3.5359999999999996,3.4539999999999997,3.54,3.524,3.603,3.636,3.51,3.634,3.431,3.527,3.599,3.955,3.982,4.01,3.981,3.99,4.096,4.204000000000001,4.327999999999999,-1.5979999999999994
CIV,Ivory Coast,5.201,5.212,5.249,5.279999999999999,5.317,5.381,5.48,5.583,5.659000000000001,5.698,5.587,5.385999999999999,5.195,4.958,4.7829999999999995,4.734,4.78,4.63,4.470000000000001,4.2989999999999995,4.16,4.316,4.511,4.413,4.306,5.332,5.016,4.748,0.4529999999999994
HRV,Croatia,13.265,13.157,13.234000000000002,13.259,13.27,13.541,14.085,14.748999999999999,14.709,14.857000000000001,14.459,14.52,14.863,15.254000000000001,14.796999999999999,14.962,14.801,15.082,15.181000000000001,14.546,14.189,14.291,13.66,13.018,12.907,13.665,12.748000000000001,12.853,0.4120000000000008
CUB,Cuba,9.471,9.661000000000001,9.975999999999999,10.251,10.348,10.261,10.346,10.381,10.479,10.389,10.065000000000001,10.222999999999999,9.891,10.079,10.21,10.371,10.203,10.398,10.631,10.75,10.788,10.599,10.628,10.794,10.697,11.053,11.001000000000001,11.097,-1.6259999999999994
PRK,North Korea,7.859,8.062999999999999,8.277,8.462,8.62,8.818999999999999,9.023,9.193999999999999,9.341999999999999,9.401,9.475999999999999,9.578,9.703,9.785,9.952,10.061,10.233,10.391,10.58,10.697,10.786999999999999,10.891,10.445,10.783000000000001,10.518,11.138,9.914,10.093,-2.234
COD,Democratic Republic of the Congo,10.744,10.905999999999999,10.857,10.515,10.318,9.95,10.004999999999999,10.030999999999999,10.030000000000001,9.635000000000002,9.527000000000001,9.392,8.869,8.468,7.933999999999999,7.606999999999999,7.361,7.220000000000001,7.119,6.949999999999999,6.8420000000000005,6.785,6.929,7.047000000000001,6.683,6.949999999999999,6.800000000000001,6.545999999999999,4.198
EGY,Egypt,38.888000000000005,37.116,34.902,33.266,31.368000000000002,29.451,27.725,26.844,26.036,25.817,24.764,25.119999999999997,25.017,25.118000000000002,24.766,24.310000000000002,24.347,24.084000000000003,24.078,24.426000000000002,24.185000000000002,23.186,22.941000000000003,22.454,21.898,23.33,22.448,21.985,16.903000000000006
SLV,El Salvador,4.051,4.16,4.395,4.51,4.7170000000000005,4.683,4.877,5.036,5.23,5.2490000000000006,5.242,5.276,5.308999999999999,5.489,5.721,5.9079999999999995,5.943,6.277,6.193,6.413,6.289,6.8629999999999995,6.486,6.736000000000001,6.715999999999999,6.7509999999999994,6.5969999999999995,6.646,-2.5949999999999998
FIN,Finland,7.768,7.525,7.378,7.147,6.723,6.677,6.5329999999999995,6.475999999999999,6.379,6.25,6.096,5.947,5.866,5.787,5.724,5.577,5.479,5.513,5.466,5.404,5.337,5.305,4.68,4.3580000000000005,4.432,4.024,3.9,3.9770000000000003,3.7909999999999995
FRA,France,6.75,6.661,6.577,6.568,6.449999999999999,6.394,6.354,6.279999999999999,6.422,6.384,6.2379999999999995,6.254,6.266,6.248,5.955,5.977,5.914,5.882,5.923,5.991,5.948,5.93,5.691,5.58,5.177,5.306,5.038,5.052,1.6980000000000004
GRC,Greece,11.251999999999999,11.341000000000001,11.404,11.077,10.945,10.937999999999999,11.033,10.934000000000001,11.059999999999999,11.198,11.146,11.136,11.109,11.339,11.455,11.322,11.199,11.611,11.44,11.363,11.233,11.702,11.486,11.024000000000001,10.879999999999999,11.171,10.847000000000001,10.955,0.2969999999999988
CYP,Cyprus,10.447,10.421,10.303,10.176,10.087,9.988,10.029,10.245000000000001,10.369,10.379000000000001,10.402000000000001,10.254,10.14,10.026,9.957,9.801,9.619,9.509,9.283,9.155,8.987,8.835,8.616,8.591999999999999,8.6,8.821,8.5,8.725999999999999,1.721
DJI,Djibouti,6.918,7.327,7.879999999999999,8.398,8.801,9.247,9.643,9.919,9.873000000000001,9.766,9.605,9.637,9.716999999999999,10.046,10.264,10.065999999999999,10.273,10.081,9.785,9.556999999999999,9.254999999999999,9.45,9.243,9.245000000000001,9.282,9.977,10.014,9.940000000000001,-3.022000000000001
DMA,Dominica,5.025,5.300000000000001,5.5809999999999995,5.811,6.052,6.233,6.525,6.754,6.96,7.161,7.292,7.479,7.687,7.961,8.205,8.32,8.545,8.686,8.783,8.948,9.126,9.556999999999999,9.389,9.564,9.548,9.629999999999999,9.594999999999999,9.581,-4.555999999999999
DOM,Dominican Republic,3.127,3.169,3.162,3.247,3.2720000000000002,3.324,3.439,3.565,3.671,3.742,3.769,3.8770000000000002,4.005,4.232,4.5569999999999995,4.761,4.99,5.034000000000001,5.058,5.133,5.25,5.459,5.478,5.617,5.541,6.006,5.856,5.958,-2.8310000000000004
ECU,Ecuador,5.077,5.428000000000001,5.6370000000000005,5.7219999999999995,5.755000000000001,5.86,6.109,5.936,6.109,6.173,6.021,5.852,6.136,6.215,6.314,6.424,6.558,6.694,6.789,6.7669999999999995,6.735,6.51,6.478999999999999,6.109999999999999,5.669,5.556,5.561999999999999,5.612,-0.5350000000000001
GNQ,Equatorial Guinea,13.018,13.104,12.982,13.167,12.939,12.823,12.876999999999999,11.981000000000002,11.486,10.809000000000001,9.865,8.927,8.076,7.463,6.622,6.441,6.6370000000000005,6.407,6.096,5.938,5.654,5.367,5.127000000000001,4.827999999999999,4.964,5.406,5.542,5.48,7.538
ERI,Eritrea,10.375,10.903,11.906,12.022,12.26,12.469000000000001,12.421,12.375,12.289,11.876000000000001,11.631,11.761,11.771,11.55,11.367999999999999,11.068999999999999,10.969000000000001,10.802,10.536,10.1,9.712,9.472,9.418,9.446,8.654,9.064,8.639,8.34,2.035
EST,Estonia,8.389,8.797,9.016,9.986,10.957,10.422,9.287,9.136,9.493,9.003,8.954,9.323,9.177,8.937000000000001,8.783999999999999,8.583,8.568999999999999,8.613,8.069,7.702,7.191,7.047000000000001,6.521,6.078,6.277,5.493,5.401,5.364000000000001,3.0249999999999986
ETH,Ethiopia,14.18,14.408999999999999,14.499,14.083,13.163,11.547,10.088000000000001,8.77,7.652,6.63,5.8740000000000006,5.442,5.013,4.643,4.333,4.13,3.988,3.9349999999999996,3.8500000000000005,3.766,3.679,3.6100000000000003,3.473,3.341,3.224,3.382,3.2960000000000003,3.276,10.904
FJI,Fiji,4.494,4.696,4.859,5.13,5.416,5.665,6.107,6.674,6.968999999999999,7.428,7.726000000000001,7.938000000000001,8.105,8.461,8.704,9.077,9.611,10.142,10.473,10.503,10.632,11.145,10.682,10.464,10.584,10.719,10.387,10.432,-5.938000000000001
GHA,Ghana,6.208,6.02,5.945,5.819,5.729,5.616,5.725,5.862,5.909,5.911,5.869,5.842,5.629,5.399,5.086,4.952999999999999,5.046,5.072,4.979,4.964,4.986,5.202999999999999,5.303,5.189,4.938000000000001,6.321,6.713,6.428,-0.21999999999999975
GRD,Grenada,7.269,7.376,7.5120000000000005,7.600999999999999,7.693,7.763,7.915,8.19,8.504,8.73,9.035,9.597999999999999,10.076,10.617,11.111,11.516,11.996,12.451,12.931999999999999,13.398,13.814,14.398,14.245999999999999,14.473,14.559000000000001,14.899000000000001,14.915,15.039000000000001,-7.770000000000001
GNB,Guinea-Bissau,6.2170000000000005,6.1,5.890000000000001,5.877000000000001,5.639,5.6080000000000005,5.574,5.5120000000000005,5.378,5.276,5.555,5.504,5.273,5.009,4.7010000000000005,4.306,4.2170000000000005,4.529,4.428,4.28,4.139,4.059,3.7880000000000003,3.751,3.755,4.214,3.9139999999999997,3.835,2.3820000000000006
IRL,Ireland,9.318000000000001,9.172,9.084,9.068999999999999,8.801,8.862,8.611,8.503,8.367,8.229,7.93,7.426,7.095000000000001,6.686,6.431,6.098,5.943,5.728999999999999,5.656000000000001,5.661,5.239,5.443,5.227,5.176,4.937,4.958,4.808,4.859,4.459000000000001
GAB,Gabon,10.067,10.207,10.313,10.280000000000001,10.370999999999999,10.427,10.620000000000001,10.653,10.618,10.449,10.333,10.533999999999999,10.416,10.437000000000001,10.402000000000001,10.347000000000001,10.633,10.681999999999999,10.652999999999999,10.401,9.945,10.01,9.707,9.457,9.422,9.602,9.504,9.545,0.5220000000000002
GMB,Gambia,6.708,6.611,6.4190000000000005,6.198,6.061,5.866,5.787,5.621,5.433,5.3,5.176,5.157,5.010999999999999,4.776,4.72,4.596,4.548,4.487,4.348,4.236000000000001,4.211,4.0489999999999995,4.2170000000000005,4.074,4.069,4.672,4.205,4.327999999999999,2.380000000000001
GEO,Georgia,14.327,14.415000000000001,14.399999999999999,13.923,13.869,12.852,12.228,11.913,11.768,11.600999999999999,11.526,11.568000000000001,11.916,11.779,11.504999999999999,11.302,11.468,11.735,12.363999999999999,12.887,13.027999999999999,13.207,12.465,12.198,11.803,12.564,12.453,12.925,1.4019999999999992
GRL,Greenland,9.874,10.025,10.006,9.935,9.819,9.649000000000001,9.746,9.706,9.591999999999999,9.429,9.186,9.34,9.418,9.436,9.318,9.084,9.134,9.149000000000001,9.132,9.078,8.952,8.982,8.765,8.516,8.475,8.385,8.341999999999999,8.424,1.450000000000001
GUM,Guam,6.2940000000000005,6.531000000000001,6.712999999999999,6.907,7.120000000000001,7.253,7.5760000000000005,8.094,8.676,9.291,9.621,9.81,9.96,10.126000000000001,10.314,10.49,10.718,11.028,11.324000000000002,11.611999999999998,11.814,12.197,12.074,12.036999999999999,11.850999999999999,12.477,12.116,12.231,-5.936999999999999
GTM,Guatemala,6.433,6.695,6.991,7.161,7.331,7.022,6.987,7.432,7.712,7.548,7.678,7.501,7.286,7.1160000000000005,7.0649999999999995,6.933999999999999,6.718,6.355,6.129,6.077999999999999,5.936,6.161,5.927,6.024,5.606,5.497,5.413,5.563000000000001,0.8699999999999992
GIN,Guinea,8.013,7.640000000000001,7.219,6.886,6.481,6.218,6.064,5.909000000000001,5.8260000000000005,5.622,5.433,5.184,5.019,4.73,4.816,4.568,4.611,4.537,4.338,4.22,4.186,4.119,4.136,3.8369999999999997,3.792,4.6419999999999995,4.309,4.339,3.6739999999999995
GUY,Guyana,7.401,7.321,7.043,7.213000000000001,7.225,7.612,8.129999999999999,8.722000000000001,9.07,9.093,9.471,9.690999999999999,10.027999999999999,10.143999999999998,10.251000000000001,10.422,10.529,10.579,10.575,10.471,10.951,11.636,11.649999999999999,11.181000000000001,10.857,10.873000000000001,10.57,10.594,-3.1929999999999996
HTI,Haiti,4.763,4.728,4.704,4.654999999999999,4.52,4.484,4.49,4.477,4.361000000000001,4.293,4.152,4.1129999999999995,4.066,4.029,4.008,3.9939999999999998,4.01,4.048,4.046,4.0809999999999995,4.032,4.163,3.893,3.764,3.69,3.512,3.422,3.4059999999999997,1.3570000000000002
IND,India,15.631,15.674,15.788,15.536000000000001,15.354,15.183,15.192,15.317,15.120000000000001,14.766,14.681000000000001,14.642,14.440999999999999,14.263,14.003,14.03,14.221,14.468,14.744,14.928999999999998,15.195,15.642000000000001,15.113,15.654,15.614999999999998,15.870999999999999,15.873,15.942,-0.31099999999999994
IDN,Indonesia,5.184,5.161,5.12,5.093,5.0809999999999995,5.045,5.0649999999999995,5.109999999999999,5.18,5.162,5.106999999999999,5.172,5.289999999999999,5.388,5.479,5.497,5.556,5.599,5.670999999999999,5.688,5.668,5.747,5.913,5.741,5.774,6.039,6.131,6.317,-1.133
IRN,Iran,10.075,9.781,9.485,9.271,9.079,8.888,8.778,8.648,8.559000000000001,8.51,8.498000000000001,8.586,8.67,8.744,8.792,8.823,8.955,9.03,9.126,9.209,9.247,9.232,9.301,9.333,9.397,9.608,9.577,9.638,0.4369999999999994
IRQ,Iraq,19.64,19.614,20.204,20.817,20.948,21.035,21.476,21.657,20.741999999999997,20.032,19.741,18.697,18.716,18.099,17.308,16.570999999999998,15.838,15.14,14.544,13.999,13.369,12.51,11.844000000000001,11.164,10.298,10.147,9.734,9.46,10.18
ISR,Israel,9.376999999999999,9.704999999999998,9.86,9.255,9.002,8.824,8.59,8.596,8.651,8.479,8.387,8.124,7.942,7.699,7.4030000000000005,7.289000000000001,7.108,7.02,6.757,6.5169999999999995,6.43,6.487,6.311,6.287,6.143,6.313000000000001,6.0440000000000005,6.119,3.257999999999999
DEU,Germany,13.036999999999999,12.713,12.174,11.956,11.658999999999999,11.388,11.174,10.802,10.4,10.257000000000001,10.137,9.925,9.891,9.845,9.482,9.354,9.245999999999999,9.272,9.376,9.536000000000001,9.561,9.339,8.915,8.943999999999999,8.624,8.925,8.786,8.822,4.215
HUN,Hungary,15.119,15.036999999999999,15.791,15.94,15.702000000000002,15.529,14.943,14.832999999999998,15.232,15.434,14.797,14.592,14.918,15.306000000000001,15.345,15.798,15.649,15.849,15.562000000000001,15.641,15.381,15.347,14.472999999999999,13.972999999999999,13.476,14.652999999999999,13.416,13.295,1.8239999999999998
ISL,Iceland,5.2669999999999995,5.2940000000000005,5.244999999999999,5.1739999999999995,5.093,4.941,5.021,4.978,4.833,4.6690000000000005,4.444,4.4239999999999995,4.381,4.298,4.234999999999999,4.132,4.132,4.104,4.092,4.071,3.949,4.016,3.65,3.598,3.4400000000000004,3.5089999999999995,3.232,3.269,1.9979999999999993
ITA,Italy,10.485,10.575,10.35,10.129999999999999,10.071,9.929,9.86,9.823,9.951,9.719,9.477,9.381,9.305,9.384,8.922,8.802999999999999,8.713000000000001,8.683,8.672,8.661,8.472999999999999,8.775,8.472000000000001,8.357,8.307,8.611,8.16,8.251,2.234
JPN,Japan,6.468999999999999,6.554,6.651999999999999,6.696,6.598000000000001,6.692,6.557,6.504,6.62,6.671,6.529999999999999,6.507,6.481,6.574,6.566,6.689,6.667,6.743,6.806,6.838,6.901,6.995,6.664999999999999,6.712,6.4510000000000005,6.414,6.145,6.245,0.2239999999999993
